"","pn","ay","out_cit"
"767","US4947642",1989,"GB2198791A"
"768","US4947642",1989,"GB2199375A"
"769","US4947642",1989,"GB2195712A"
"770","US4947642",1989,"US3673802"
"771","US4947642",1989,"GB2194593A"
"772","US4947642",1989,"US4751816"
"773","US4969326",1988,"US2971745"
"774","US4969326",1988,"US3549272"
"775","US4969326",1988,"US3258245"
"776","US4969326",1988,"SU452665A1"
"777","US4969326",1988,"US3396905"
"778","US4969326",1988,"US4747900"
"779","US4969326",1988,"US3494539"
"780","US4969326",1988,"US2421890"
"781","US4969326",1988,"US4791783"
"782","US4969326",1988,"US3468473"
"783","US4969326",1988,"US3861139"
"784","US4969326",1988,"US4012165"
"785","US4969326",1988,"US3524712"
"786","US4976102",1988,"US2404767"
"787","US4976102",1988,"US4688995"
"788","US4976102",1988,"GB586570A"
"789","US4976102",1988,"US4790133"
"790","US4976102",1988,"US4751816"
"791","US4976102",1988,"GB594206A"
"792","US4976102",1988,"US4738591"
"793","US5010729",1989,"US4540369"
"794","US5010729",1989,"GB2199375A"
"795","US5010729",1989,"US4251987"
"796","US5010729",1989,"US3729957"
"797","US5010729",1989,"US4159624"
"798","US5010729",1989,"GB2194593A"
"799","US5010729",1989,"US3673802"
"800","US5010729",1989,"US4005575"
"801","US5010729",1989,"US4751816"
"802","US5010729",1989,"GB2129502A"
"803","US5020318",1987,"US4173120"
"804","US5020318",1987,"US4335573"
"805","US5020318",1987,"US2744722"
"806","US5020318",1987,"US3595024"
"807","US5020318",1987,"US3299632"
"808","US5020318",1987,"US2789416"
"809","US5020318",1987,"DE768041A"
"810","US5020318",1987,"US4236870"
"811","US5020318",1987,"GB906865A"
"812","US5020318",1987,"US2763427"
"813","US5020318",1987,"US3750402"
"814","US5020318",1987,"FR1093961A"
"815","US5020318",1987,"FR1035814A"
"816","US5020318",1987,"US3009317"
"817","US5020318",1987,"US3369366"
"818","US5020318",1987,"US2603945"
"819","US5020318",1987,"US3062006"
"820","US5020318",1987,"US2674845"
"821","US5020318",1987,"US2963857"
"822","US5020318",1987,"US4490973"
"823","US5020318",1987,"US4445339"
"824","US5020318",1987,"US2799991"
"825","US5020318",1987,"US2961150"
"826","US5020318",1987,"US4416585"
"827","US5058379",1990,"GB2189844A"
"828","US5058379",1990,"US4506850"
"829","US5058379",1990,"US4147029"
"830","US5058379",1990,"GB2038948A"
"831","US5058379",1990,"GB587528A"
"832","US5058379",1990,"US3620009"
"833","US5058379",1990,"FR2622507A1"
"834","US5058379",1990,"US3938328"
"835","US5058379",1990,"FR2398890A1"
"836","US5058379",1990,"FR2172078A1"
"837","US5058379",1990,"DE1428220A1"
"838","US5058379",1990,"GB588096A"
"839","US5058379",1990,"US4055041"
"840","US5070690",1989,"US4335573"
"841","US5070690",1989,"US3374631"
"842","US5070690",1989,"US4085583"
"843","US5070690",1989,"US3595024"
"844","US5070690",1989,"US4833881"
"845","US5070690",1989,"US4185880"
"846","US5070690",1989,"US3491539"
"847","US5070690",1989,"US4813229"
"848","US5070690",1989,"US4064692"
"849","US5070690",1989,"GB1273017A"
"850","US5070690",1989,"US3296800"
"851","US5088279",1990,"US3007308"
"852","US5088279",1990,"US4571936"
"853","US5088279",1990,"GB2046193A"
"854","US5088279",1990,"US3078071"
"855","US5088279",1990,"US2938336"
"856","US5088279",1990,"EP0018252A1"
"857","US5105618",1990,"US4790133"
"858","US5105618",1990,"US4548546"
"859","US5105618",1990,"DE1233210A"
"860","US5105618",1990,"US4147029"
"861","US5105618",1990,"FR2606081A1"
"862","US5105618",1990,"US2430399"
"863","US5105618",1990,"US4055041"
"864","US5105618",1990,"EP0244515A2"
"865","US5105618",1990,"GB586554A"
"866","US5105618",1990,"GB603283A"
"867","US5105618",1990,"GB585342A"
"868","US5105618",1990,"US4506850"
"869","US5105618",1990,"FR2560642A1"
"870","US5105618",1990,"US2504181"
"871","US5105618",1990,"US4646810"
"872","US5107675",1983,"US4038818"
"873","US5107675",1983,"US4474345"
"874","US5107675",1983,"GB1511723A"
"875","US5107675",1983,"US2968452"
"876","US5107675",1983,"US3913321"
"877","US5117628",1990,"US3974646"
"878","US5117628",1990,"GB2062765A"
"879","US5117628",1990,"US4461146"
"880","US5117628",1990,"US3750402"
"881","US5117628",1990,"US3747345"
"882","US5117628",1990,"GB2139288A"
"883","US5117628",1990,"US4134260"
"884","US5117628",1990,"GB874512A"
"885","US5117628",1990,"GB1157150A"
"886","US5117628",1990,"US3100627"
"887","US5117628",1990,"US4335573"
"888","US5117628",1990,"US3465525"
"889","US5117628",1990,"US3595024"
"890","US5117628",1990,"US2999672"
"891","US5117628",1990,"GB2082259A"
"892","US5117628",1990,"US4487017"
"893","US5117628",1990,"GB1540355A"
"894","US5123242",1990,"US2979916"
"895","US5123242",1990,"US4474001"
"896","US5123242",1990,"GB2152147A"
"897","US5123242",1990,"GB2085082A"
"898","US5123242",1990,"US4329114"
"899","US5123242",1990,"US3177679"
"900","US5123242",1990,"US4187675"
"901","US5123242",1990,"US4642997"
"902","US5123242",1990,"US3401191"
"903","US5123242",1990,"US2961939"
"904","US5123242",1990,"GB820366A"
"905","US5123242",1990,"US4351150"
"906","US5123242",1990,"US4782658"
"907","US5123242",1990,"US3842720"
"908","US5123242",1990,"US4285466"
"909","US5123242",1990,"US2222496"
"910","US5123242",1990,"US4791782"
"911","US5123242",1990,"US4397431"
"912","US5123242",1990,"US2953078"
"913","US5123242",1990,"US4898146"
"914","US5123242",1990,"US3486435"
"915","US5123242",1990,"US3367256"
"916","US5123242",1990,"US4574584"
"917","US5155993",1990,"US4445816"
"918","US5155993",1990,"US4080785"
"919","US5155993",1990,"US4054030"
"920","US5155993",1990,"GB586573A"
"921","US5155993",1990,"US3841091"
"922","US5155993",1990,"US4791783"
"923","US5155993",1990,"US4068471"
"924","US5155993",1990,"GB1324790A"
"925","US5155993",1990,"US3909152"
"926","US5155993",1990,"GB2192229A"
"927","US5155993",1990,"US4349314"
"928","US5155993",1990,"US3879941"
"929","US5155993",1990,"US4827713"
"930","US5155993",1990,"GB980306A"
"931","US5155993",1990,"US4969326"
"932","US5155993",1990,"US3778186"
"933","US5155993",1990,"US4592200"
"934","US5155993",1990,"US4813229"
"935","US5155993",1990,"US3625630"
"936","US5155993",1990,"US3765792"
"937","US5155993",1990,"US4222233"
"938","US5155993",1990,"US4214610"
"939","US5155993",1990,"EP0296058A1"
"940","US5155993",1990,"US4010608"
"941","US5155993",1990,"US4175384"
"942","US5155993",1990,"US4072008"
"943","US5155993",1990,"GB1523875A"
"944","US5155993",1990,"FR2270450A1"
"945","US5155993",1990,"US4409788"
"946","US5161369",1991,"US2943815"
"947","US5161369",1991,"US3332242"
"948","US5161369",1991,"US2644298"
"949","US5201801",1991,"GB2070691A"
"950","US5201801",1991,"US3979903"
"951","US5201801",1991,"US4881367"
"952","US5201801",1991,"GB1417154A"
"953","US5201801",1991,"GB2165892A"
"954","US5201801",1991,"US3528246"
"955","US5201801",1991,"US3611724"
"956","US5201801",1991,"US4055042"
"957","US5201801",1991,"US4900221"
"958","US5201801",1991,"US3536414"
"959","US5201801",1991,"US4463552"
"960","US5237817",1992,"US4827712"
"961","US5237817",1992,"US3814549"
"962","US5237817",1992,"US3264482"
"963","US5237817",1992,"US4815273"
"964","US5237817",1992,"US3754484"
"965","US5237817",1992,"US5061228"
"966","US5237817",1992,"US3477315"
"967","US5237817",1992,"US4900221"
"968","US5237817",1992,"US4563129"
"969","US5237817",1992,"US3792586"
"970","US5237817",1992,"US4005575"
"971","US5237817",1992,"US3071691"
"972","US5237817",1992,"US3534557"
"973","US5237817",1992,"US4490622"
"974","US5237817",1992,"US3247393"
"975","US5237817",1992,"US3390928"
"976","US5237817",1992,"US3421686"
"977","US5251435",1991,"US4177639"
"978","US5251435",1991,"US4038118"
"979","US5251435",1991,"US4043522"
"980","US5251435",1991,"US3347578"
"981","US5251435",1991,"US2815184"
"982","US5251435",1991,"US4732535"
"983","US5251435",1991,"US4930307"
"984","US5251435",1991,"US5083426"
"985","US5251435",1991,"US4037809"
"986","US5251435",1991,"US5060471"
"987","US5251435",1991,"EP0132214A1"
"988","US5251435",1991,"US5101621"
"989","US5251435",1991,"US3541794"
"990","US5251435",1991,"US4826106"
"991","US5251435",1991,"US4790137"
"992","US5251435",1991,"US4585189"
"993","US5261227",1992,"US4050242"
"994","US5261227",1992,"US4288983"
"995","US5261227",1992,"US3729957"
"996","US5261227",1992,"US4055042"
"997","US5261227",1992,"US4043121"
"998","US5261227",1992,"US3867813"
"999","US5261227",1992,"US4080785"
"1000","US5261227",1992,"US3528246"
"1001","US5261227",1992,"GB2165892A"
"1002","US5274999",1992,"US4809498"
"1003","US5274999",1992,"US4860537"
"1004","US5274999",1992,"US4790133"
"1005","US5274999",1992,"US3391540"
"1006","US5274999",1992,"US3524318"
"1007","US5274999",1992,"US4751816"
"1008","US5274999",1992,"US4947642"
"1009","US5274999",1992,"US2672726"
"1010","US5274999",1992,"US3861139"
"1011","US5275356",1992,"US3068647"
"1012","US5275356",1992,"US4828203"
"1013","US5275356",1992,"US3783618"
"1014","US5275356",1992,"US3972490"
"1015","US5275356",1992,"US4469294"
"1016","US5275356",1992,"US2899149"
"1017","US5275356",1992,"DE2736120A1"
"1018","US5275356",1992,"US3122343"
"1019","US5275356",1992,"US1130623"
"1020","US5275356",1992,"US3033492"
"1021","US5275356",1992,"US2918231"
"1022","US5275356",1992,"US4474345"
"1023","US5275356",1992,"US4791783"
"1024","US5319927",1993,"US5203163"
"1025","US5319927",1993,"US5123242"
"1026","US5319927",1993,"US4477040"
"1027","US5319927",1993,"US4254618"
"1028","US5319927",1993,"FR1055264A"
"1029","US5319927",1993,"US4865267"
"1030","US5319927",1993,"GB2205903A"
"1031","US5319927",1993,"US5038560"
"1032","US5319927",1993,"US3842597"
"1033","US5361580",1993,"US4080785"
"1034","US5361580",1993,"US4916894"
"1035","US5361580",1993,"US4767271"
"1036","US5361580",1993,"US4947642"
"1037","US5361580",1993,"US4827712"
"1038","US5361580",1993,"US4976102"
"1039","US5361580",1993,"US2505660"
"1040","US5361580",1993,"US3673802"
"1041","US5361580",1993,"US4860537"
"1042","US5361580",1993,"US5079916"
"1043","US5361580",1993,"US3903690"
"1044","US5361580",1993,"US4790133"
"1045","US5369954",1993,"US4683717"
"1046","US5369954",1993,"US4449682"
"1047","US5369954",1993,"US3070131"
"1048","US5369954",1993,"US3806067"
"1049","US5369954",1993,"US4567960"
"1050","US5369954",1993,"US4930725"
"1051","US5369954",1993,"US4327548"
"1052","US5369954",1993,"US4132069"
"1053","US5369954",1993,"US5097656"
"1054","US5369954",1993,"GB2117720A"
"1055","US5369954",1993,"US4802629"
"1056","US5369954",1993,"US5058379"
"1057","US5369954",1993,"GB888080A"
"1058","US5369954",1993,"DE1526801A1"
"1059","US5388964",1993,"US4936748"
"1060","US5388964",1993,"US4055042"
"1061","US5388964",1993,"US4732538"
"1062","US5388964",1993,"US3053437"
"1063","US5388964",1993,"US4809498"
"1064","US5388964",1993,"US4043121"
"1065","US5388964",1993,"US4751816"
"1066","US5388964",1993,"US5261227"
"1067","US5388964",1993,"US3729957"
"1068","US5388964",1993,"US5197857"
"1069","US5388964",1993,"US4288983"
"1070","US5388964",1993,"US4758129"
"1071","US5388964",1993,"US5222360"
"1072","US5388964",1993,"US5224341"
"1073","US5388964",1993,"US3528246"
"1074","US5440875",1994,"US3710890"
"1075","US5440875",1994,"US4909346"
"1076","US5440875",1994,"US4117671"
"1077","US5440875",1994,"GB2085088A"
"1078","US5440875",1994,"US4501393"
"1079","US5440875",1994,"US5167118"
"1080","US5440875",1994,"US5157916"
"1081","US5440875",1994,"US3696617"
"1082","US5440875",1994,"EP0244336A2"
"1083","US5440875",1994,"US5127602"
"1084","US5440875",1994,"US4835961"
"1085","US5440875",1994,"US4077206"
"1086","US5440875",1994,"US5060471"
"1087","US5485717",1994,"US4435958"
"1088","US5485717",1994,"US2602292"
"1089","US5485717",1994,"US2943815"
"1090","US5485717",1994,"US3937013"
"1091","US5485717",1994,"US2929206"
"1092","US5485717",1994,"US3363415"
"1093","US5485717",1994,"US4005575"
"1094","US5485723",1994,"US4500252"
"1095","US5485723",1994,"US5188505"
"1096","US5485723",1994,"US4397608"
"1097","US5485723",1994,"US4648795"
"1098","US5485723",1994,"US4425080"
"1099","US5485723",1994,"US5160248"
"1100","US5680754",1990,"US4827713"
"1101","US5680754",1990,"US3625630"
"1102","US5680754",1990,"US4409788"
"1103","US5680754",1990,"US3909152"
"1104","US5680754",1990,"GB2192229A"
"1105","US5680754",1990,"US3879941"
"1106","US5680754",1990,"US4010608"
"1107","US5680754",1990,"US4349314"
"1108","US5680754",1990,"US4791783"
"1109","US5680754",1990,"US4969326"
"1110","US5680754",1990,"US4813229"
"1111","US5680754",1990,"US4080785"
"1112","US5680754",1990,"US4068471"
"1113","US5680754",1990,"EP0296058A1"
"1114","US5680754",1990,"US3841091"
"1115","US5680754",1990,"GB1324790A"
"1116","US5680754",1990,"US4054030"
"1117","US5680754",1990,"US4072008"
"1118","US5680754",1990,"US3765792"
"1119","US5680754",1990,"US4175384"
"1120","US5680754",1990,"GB1523875A"
"1121","US5680754",1990,"GB586573A"
"1122","US5680754",1990,"US4214610"
"1123","US5680754",1990,"GB980306A"
"1124","US5680754",1990,"US4222233"
"1125","US5680754",1990,"US4445816"
"1126","US5680754",1990,"US4592200"
"1127","US5680754",1990,"US4069661"
"1128","US5680754",1990,"US3778186"
"1129","US5680754",1990,"FR2270450A1"
"1130","US5706649",1996,"US3815357"
"1131","US5706649",1996,"US3603090"
"1132","US5706649",1996,"US3739582"
"1133","US5706649",1996,"US3483702"
"1134","US5706649",1996,"US3134226"
"1135","US5706649",1996,"US3820719"
"1136","US5706649",1996,"US3779010"
"1137","US5706649",1996,"US3829020"
"1138","US5706649",1996,"US3736750"
"1139","US5706649",1996,"US4030291"
"1140","US5778659",1997,"US4732535"
"1141","US5778659",1997,"US5181676"
"1142","US5778659",1997,"US4922713"
"1143","US5778659",1997,"US3662556"
"1144","US5778659",1997,"US5313788"
"1145","US5778659",1997,"US3665709"
"1146","US5778659",1997,"US4501393"
"1147","US5778659",1997,"US4145877"
"1148","US5778659",1997,"US4807434"
"1149","US5778659",1997,"US3797785"
"1150","US5778659",1997,"US3981450"
"1151","US5778659",1997,"US3820719"
"1152","US5778659",1997,"US3747855"
"1153","US5778659",1997,"US5090196"
"1154","US5778659",1997,"EP0315524A1"
"1155","US5778659",1997,"US5228641"
"1156","US5778659",1997,"GB1421153A"
"1157","US5778659",1997,"EP0109219A2"
"1158","US5778659",1997,"US3841091"
"1159","US5778659",1997,"US3779010"
"1160","US5778659",1997,"US3262271"
"1161","US5778659",1997,"US4802629"
"1162","US5778659",1997,"US3829020"
"1163","US5778659",1997,"US4005822"
"1164","US5794432",1996,"US5311736"
"1165","US5794432",1996,"US4461145"
"1166","US5794432",1996,"US4376375"
"1167","US5794432",1996,"US4080785"
"1168","US5794432",1996,"US5281087"
"1169","US5794432",1996,"US5261227"
"1170","US5794432",1996,"US5169288"
"1171","US5794432",1996,"US3937013"
"1172","US5794432",1996,"US5184459"
"1173","US5794432",1996,"US5259187"
"1174","US5794432",1996,"US4791783"
"1175","US5794432",1996,"US4288983"
"1176","US5794432",1996,"US3549272"
"1177","US5806303",1996,"US3854286"
"1178","US5806303",1996,"US5305599"
"1179","US5806303",1996,"US5433829"
"1180","US5806303",1996,"US4446696"
"1181","US5806303",1996,"US5155993"
"1182","US5806303",1996,"US5374843"
"1183","US5806303",1996,"US5351499"
"1184","US5806303",1996,"US5421653"
"1185","US5806303",1996,"US4791783"
"1186","US5806303",1996,"US4043121"
"1187","US5806303",1996,"US5426602"
"1188","US5806303",1996,"US5378931"
"1189","US5806303",1996,"US5327611"
"1190","US5806303",1996,"US5404713"
"1191","US5806303",1996,"US5324193"
"1192","US5806303",1996,"US4064692"
"1193","US5806303",1996,"US3296800"
"1194","US5806303",1996,"US4068471"
"1195","US5806303",1996,"US5056307"
"1196","US5806303",1996,"US3449914"
"1197","US5806303",1996,"US4055042"
"1198","US5806303",1996,"US5261227"
"1199","US5806303",1996,"US4069661"
"1200","US5806303",1996,"US5048286"
"1201","US5806303",1996,"US5793332"
"1202","US5806303",1996,"US3409228"
"1203","US5806303",1996,"US5581701"
"1204","US5806303",1996,"US3540682"
"1205","US5806303",1996,"US4010608"
"1206","US5806303",1996,"US5327716"
"1207","US5806303",1996,"US3224194"
"1208","US5806303",1996,"US5293420"
"1209","US5806303",1996,"US4409788"
"1210","US5806303",1996,"US5394470"
"1211","US5806303",1996,"US5360195"
"1212","US5806303",1996,"US4086761"
"1213","US5806303",1996,"US3841091"
"1214","US5806303",1996,"US3688504"
"1215","US5806303",1996,"US3091924"
"1216","US5806303",1996,"US5113649"
"1217","US5806303",1996,"US5381685"
"1218","US5806303",1996,"US5205119"
"1219","US5806303",1996,"US4285194"
"1220","US5806303",1996,"US5286876"
"1221","US5806303",1996,"US5371694"
"1222","US5806303",1996,"US6312227"
"1223","US5806303",1996,"US4050242"
"1224","US5806303",1996,"US5294037"
"1225","US5806303",1996,"US4169692"
"1226","US5806303",1996,"US5487528"
"1227","US5806303",1996,"US3915413"
"1228","US5806303",1996,"US4175384"
"1229","US5806303",1996,"US5274999"
"1230","US5806303",1996,"US4222235"
"1231","US5806303",1996,"US4080785"
"1232","US5806303",1996,"US5406787"
"1233","US5806303",1996,"US3806063"
"1234","US5806303",1996,"US5302577"
"1235","US5806303",1996,"US5940122"
"1236","US5806303",1996,"US5373820"
"1237","US5806303",1996,"US6312939"
"1238","US5806303",1996,"US5343697"
"1239","US5806303",1996,"US4707981"
"1240","US5806303",1996,"US3314654"
"1241","US5806303",1996,"US5473736"
"1242","US5806303",1996,"US5327721"
"1243","US5806303",1996,"US5305707"
"1244","US5806303",1996,"US5426178"
"1245","US5806303",1996,"US3879941"
"1246","US5806303",1996,"US3792584"
"1247","US5806303",1996,"US5411635"
"1248","US5806303",1996,"US4958489"
"1249","US5806303",1996,"US5414978"
"1250","US5806303",1996,"US3886737"
"1251","US5848526",1996,"US4452335"
"1252","US5848526",1996,"US5014815"
"1253","US5848526",1996,"US5060471"
"1254","US5848526",1996,"US4116584"
"1255","US5848526",1996,"US4372110"
"1256","US5848526",1996,"US4723626"
"1257","US5848526",1996,"US5167118"
"1258","US5848526",1996,"US5203164"
"1259","US5848526",1996,"US4969535"
"1260","US5848526",1996,"US5127602"
"1261","US5848526",1996,"US3820628"
"1262","US5848526",1996,"US4284170"
"1263","US5848526",1996,"US3685611"
"1264","US5848526",1996,"US4909346"
"1265","US5848526",1996,"US4240250"
"1266","US5848526",1996,"US4433751"
"1267","US5848526",1996,"US4817756"
"1268","US5848526",1996,"US5092425"
"1269","US5848526",1996,"US3692141"
"1270","US5848526",1996,"US3702220"
"1271","US5848526",1996,"US4384634"
"1272","US5848526",1996,"US3477231"
"1273","US5894721",1996,"US4452335"
"1274","US5894721",1996,"US4723626"
"1275","US5894721",1996,"US5014815"
"1276","US5894721",1996,"US3685611"
"1277","US5894721",1996,"US4969535"
"1278","US5894721",1996,"US4116584"
"1279","US5894721",1996,"US3820628"
"1280","US5894721",1996,"US3477231"
"1281","US5894721",1996,"US5127602"
"1282","US5894721",1996,"US5092425"
"1283","US5894721",1996,"US5060471"
"1284","US5894721",1996,"US4240250"
"1285","US5894721",1996,"US5203164"
"1286","US5894721",1996,"US5167118"
"1287","US5894721",1996,"US4372110"
"1288","US5894721",1996,"US4817756"
"1289","US5894721",1996,"US4384634"
"1290","US5894721",1996,"US3692141"
"1291","US5894721",1996,"US4909346"
"1292","US5894721",1996,"US4284170"
"1293","US5894721",1996,"US3702220"
"1294","US5894721",1996,"US4433751"
"1295","US6068213",1998,"EP0761947A1"
"1296","US6068213",1998,"US5205513"
"1297","US6068213",1998,"US4238092"
"1298","US6068213",1998,"EP0315486A2"
"1299","US6068213",1998,"US4712750"
"1300","US6068213",1998,"US5136839"
"1301","US6068213",1998,"US5706648"
"1302","US6068213",1998,"US4145877"
"1303","US6068213",1998,"FR1482538A"
"1304","US6068213",1998,"US4940196"
"1305","US6068213",1998,"GB1209723A"
"1306","US6068213",1998,"US5524847"
"1307","US6068213",1998,"FR2030034A1"
"1308","US6068213",1998,"EP0769617A1"
"1309","US6068213",1998,"FR1259348A"
"1310","US6125626",1999,"US5584651"
"1311","US6125626",1999,"US5275528"
"1312","US6125626",1999,"US3572960"
"1313","US6125626",1999,"US4497610"
"1314","US6125626",1999,"US3628880"
"1315","US6125626",1999,"US2958456"
"1316","US6125626",1999,"US5141391"
"1317","US6125626",1999,"US4419045"
"1318","US6145300",1998,"US5299914"
"1319","US6145300",1998,"US4969326"
"1320","US6145300",1998,"GB1514096A"
"1321","US6145300",1998,"US5345760"
"1322","US6145300",1998,"US3075743"
"1323","US6145300",1998,"US3673802"
"1324","US6145300",1998,"US5388964"
"1325","US6145300",1998,"US4782658"
"1326","US6151882",1999,"US5916127"
"1327","US6151882",1999,"US3283509"
"1328","US6151882",1999,"US3216654"
"1329","US6151882",1999,"US3783618"
"1330","US6158210",1998,"US5867979"
"1331","US6158210",1998,"US4827712"
"1332","US6158210",1998,"US4463956"
"1333","US6158210",1998,"US4578942"
"1334","US6158210",1998,"US5010729"
"1335","US6158210",1998,"US4251987"
"1336","US6158210",1998,"US4947642"
"1337","US6158210",1998,"US4914904"
"1338","US6173566",1999,"DE4122008A1"
"1339","US6173566",1999,"DE4131813A1"
"1340","US6173566",1999,"US4976102"
"1341","US6173566",1999,"DE3728437A1"
"1342","US6195983",1999,"US5782077"
"1343","US6195983",1999,"US4013377"
"1344","US6195983",1999,"US5167489"
"1345","US6195983",1999,"US5088892"
"1346","US6195983",1999,"US4741667"
"1347","US6195983",1999,"US4714407"
"1348","US6195983",1999,"US4826400"
"1349","US6195983",1999,"US3986794"
"1350","US6195983",1999,"US5642985"
"1351","US6195983",1999,"US4504189"
"1352","US6195983",1999,"US5725354"
"1353","US6195983",1999,"US4682935"
"1354","US6195983",1999,"US3922852"
"1355","US6351940",1999,"US4782657"
"1356","US6351940",1999,"US4054030"
"1357","US6351940",1999,"US4290262"
"1358","US6351940",1999,"US4222234"
"1359","US6351940",1999,"US3096954"
"1360","US6378293",2000,"US5977677"
"1361","US6378293",2000,"US5481145"
"1362","US6378293",2000,"GB2258699A"
"1363","US6378293",2000,"GB2298459A"
"1364","US6378293",2000,"US5867979"
"1365","US6378293",2000,"US5345127"
"1366","US6378293",2000,"US5749700"
"1367","US6378293",2000,"EP0892186A2"
"1368","US6502383",2000,"US5156362"
"1369","US6502383",2000,"US5772155"
"1370","US6502383",2000,"US4401269"
"1371","US6502383",2000,"US4284170"
"1372","US6502383",2000,"US4217756"
"1373","US6502383",2000,"US3910375"
"1374","US6502383",2000,"US4422524"
"1375","US6502383",2000,"US3455413"
"1376","US6502383",2000,"US3578264"
"1377","US6502383",2000,"US4175640"
"1378","US6502383",2000,"US4354648"
"1379","US6502383",2000,"US4019696"
"1380","US6502383",2000,"US3776363"
"1381","US6502383",2000,"US3579993"
"1382","US6508055",2001,"US4248041"
"1383","US6508055",2001,"US4222234"
"1384","US6508055",2001,"US3056258"
"1385","US6508055",2001,"US4050242"
"1386","US6508055",2001,"US5553448"
"1387","US6508055",2001,"US3867813"
"1388","US6508055",2001,"US4222233"
"1389","US6508055",2001,"US3160368"
"1390","US6508055",2001,"US3182898"
"1391","US6508055",2001,"US2912188"
"1392","US6619030",2002,"US5307622"
"1393","US6619030",2002,"US4860537"
"1394","US6619030",2002,"US6439841"
"1395","US6619030",2002,"US4758129"
"1396","US6619030",2002,"US4965994"
"1397","US6619030",2002,"US4809498"
"1398","US6619030",2002,"US5409184"
"1399","US6619030",2002,"US5443590"
"1400","US6619030",2002,"US5813214"
"1401","US6619030",2002,"US4976102"
"1402","US6619030",2002,"US4790133"
"1403","US6619030",2002,"US5160251"
"1404","US6619030",2002,"US4558564"
"1405","US6619030",2002,"US5177957"
"1406","US6619030",2002,"US4951461"
"1407","US6619030",2002,"US5452575"
"1408","US6619030",2002,"US5292227"
"1409","US6619030",2002,"US5361580"
"1410","US6619030",2002,"US5438756"
"1411","US6619030",2002,"US5746574"
"1412","US6622473",2001,"US6158210"
"1413","US6622473",2001,"US4380897"
"1414","US6622473",2001,"US4969325"
"1415","US6622473",2001,"US5010729"
"1416","US6622473",2001,"US4651521"
"1417","US6622473",2001,"DE341894A"
"1418","US6644016",2001,"US3237401"
"1419","US6644016",2001,"US3721093"
"1420","US6644016",2001,"US5167117"
"1421","US6644016",2001,"US5154051"
"1422","US6644016",2001,"US5052176"
"1423","US6644016",2001,"US3756023"
"1424","US6644016",2001,"US3452541"
"1425","US6644016",2001,"US3002340"
"1426","US6644016",2001,"US5101622"
"1427","US6644016",2001,"US5014508"
"1428","US6644016",2001,"US3237400"
"1429","US6644016",2001,"US3747339"
"1430","US6644016",2001,"DE4402941A1"
"1431","US6666017",2002,"US5388964"
"1432","US6666017",2002,"US6158210"
"1433","US6666017",2002,"US6220012"
"1434","US6666017",2002,"US4976102"
"1435","US6666017",2002,"US5345760"
"1436","US6666017",2002,"US4790133"
"1437","US6666017",2002,"US6339927"
"1438","US6666017",2002,"US4751816"
"1439","US6666017",2002,"US4860537"
"1440","US6666017",2002,"US5307622"
"1441","US6666017",2002,"US3903690"
"1442","US6666018",2002,"US5694768"
"1443","US6666018",2002,"US6439503"
"1444","US6666018",2002,"US6516605"
"1445","US6666018",2002,"WO1987006976A1"
"1446","US6666018",2002,"US5353588"
"1447","US6666018",2002,"US6349538"
"1448","US6666018",2002,"US6505462"
"1449","US6666018",2002,"DE2046079B"
"1450","US6666018",2002,"US2635420"
"1451","US6666018",2002,"US5873240"
"1452","US6666018",2002,"US6477829"
"1453","US6666018",2002,"US5937635"
"1454","US6666018",2002,"US5513489"
"1455","US6672049",2002,"US5845483"
"1456","US6672049",2002,"US5103631"
"1457","US6672049",2002,"US5349814"
"1458","US6672049",2002,"US4651521"
"1459","US6672049",2002,"US4062185"
"1460","US6672049",2002,"US4062186"
"1461","US6672049",2002,"US5694765"
"1462","US6672049",2002,"US4776163"
"1463","US6672049",2002,"US5334061"
"1464","US6672049",2002,"EP0789454A2"
"1465","US6672049",2002,"GB971690A"
"1466","US6672049",2002,"US4799354"
"1467","US6684626",2002,"US5274999"
"1468","US6684626",2002,"US4976102"
"1469","US6684626",2002,"US5809772"
"1470","US6684626",2002,"US6393831"
"1471","US6684626",2002,"US6339927"
"1472","US6684626",2002,"US5307622"
"1473","US6684626",2002,"US5404713"
"1474","US6684626",2002,"US4064692"
"1475","US6684626",2002,"US20030200741A1"
"1476","US6684626",2002,"US4010608"
"1477","US6684626",2002,"US6619030"
"1478","US6684626",2002,"US4969325"
"1479","US6684626",2002,"US5443590"
"1480","US6684626",2002,"US5361580"
"1481","US6684626",2002,"US4965994"
"1482","US6684626",2002,"US5010729"
"1483","US6684626",2002,"US4860537"
"1484","US6684626",2002,"US20030163984A1"
"1485","US6684626",2002,"US20030163983A1"
"1486","US6725645",2002,"US4821758"
"1487","US6725645",2002,"US5281091"
"1488","US6725645",2002,"US4550564"
"1489","US6725645",2002,"US3967996"
"1490","US6725645",2002,"US4782658"
"1491","US6725645",2002,"US6561760"
"1492","US6732502",2002,"US6088632"
"1493","US6732502",2002,"US5443590"
"1494","US6732502",2002,"US5409184"
"1495","US6732502",2002,"US5452575"
"1496","US6732502",2002,"US4976102"
"1497","US6732502",2002,"US4860537"
"1498","US6732502",2002,"US4965994"
"1499","US6732502",2002,"US4790133"
"1500","US6732502",2002,"US5361580"
"1501","US6732502",2002,"US6543405"
"1502","US6732502",2002,"US4951461"
"1503","US6732502",2002,"US5307622"
